VIDEO;VIDEO;Lords, The;Poor Boy;Beat Club;28.05.66;German Beat;8
VIDEO;VIDEO;Lords, The;Que Sera;Beat Club;22.01.66;German Beat;4
VIDEO;VIDEO;Lords, The;Shaking All Over;Beat Club;22.01.66;German Beat;4
VIDEO;VIDEO;Lords, The;Whishing and Hoping;Beat Club 2;22.01.66;German Beat;
VIDEO;VIDEO;Lulu;The BoatThatI Row;Beat Club;26.06.67;UK Beat;21
VIDEO;VIDEO;Man;;Beat Club 2;1971;Westcoast;Farbe
VIDEO;VIDEO;Mann, Manfred;Ha, Ha said the Clown;Beat Club;23.09.67;Beat;IFA Berlin  Farbe
VIDEO;VIDEO;Mann, Manfred;Mighty Quinn;Beat Club;09.03.68;Beat;29
VIDEO;VIDEO;Mann, Manfred;My Name Is Jack;Beat Club;22.06.68;Beat;32
VIDEO;VIDEO;Marmelade, The;Ob La Di, Ob La Da;Beat Club;Ende 68;Pop Rock;
VIDEO;VIDEO;Marquise Of Kensington;Changing Of the Guard;Beat Club;24.06.67;Orchester;21
VIDEO;VIDEO;Mayall, John;;Beat Club 2;1970;BluesRock;Farbe
VIDEO;VIDEO;McCartney, Paul;Birthday;Knebworth  Event 1;1990;PopRock;
VIDEO;VIDEO;McCartney, Paul;Can't Buy Me Love;Knebworth  Event 1;1990;Beat;
VIDEO;VIDEO;McCartney, Paul;Coming Up;Knebworth  Event 1;1990;PopRock;
VIDEO;VIDEO;McCartney, Paul;Hey Jude;Knebworth  Event 1;1990;PopRock;
VIDEO;VIDEO;McKensey, Scott;San Francisco;Beat Club;25.11.67;Flower Power;26
VIDEO;VIDEO;McWilliams, David;The Days of Pearly Spencer;Beat Club;06.04.68;Beat;30
VIDEO;VIDEO;Moody Blues, The;Nights In White Satin;Beat Club;09.03.68;Art-Rock;29
VIDEO;VIDEO;Move, The;Fire Brigade;Beat Club;06.04.68;Beat;30
VIDEO;VIDEO;Move, The;Wild Tiger Woman;Beat Club;14.09.68;Beat;35
VIDEO;VIDEO;Move, The;;Beat Club 2;1971;Beat;Farbe
VIDEO;VIDEO;Mungo Jerry;In the Summertime;Beat Club 2;1970;GoodtimeRock;Farbe
VIDEO;VIDEO;Mushrooms, The;I'm Gonna Knock On Your Door;Beat Club 2;1965;Beat;
VIDEO;VIDEO;Nice, The;America;Beat Club;14.09.68;Art-Rock;35
VIDEO;VIDEO;Nirvana;Pentecost Hotel;Beat Club;09.03.68;Grunge;29
VIDEO;VIDEO;Osmonds, The;Hold Her Tight;Beat Club Ende;1972;Pop;Farbe
VIDEO;VIDEO;Osmonds, The;Sweet and Annocent;Beat Club Ende;;Pop;Farbe
VIDEO;VIDEO;Osmonds, The;Too Young;Beat Club Ende;;Pop;Farbe
VIDEO;VIDEO;Osmonds, The;Why;Beat Club Ende;;Pop;Farbe
VIDEO;VIDEO;Osmonds, The;Yo Yo;Beat Club Ende;;Pop;Farbe
VIDEO;VIDEO;Passport;Uranus;Beat Club 2;1971;PopJazz;
VIDEO;VIDEO;Pitney, Gene;Something Gotta Hold Of My Heart;Beat Club;06.04.68;Pop;30
VIDEO;VIDEO;Pitney, Gene;Somewhere In the Country;Beat Club;27.045.68;Pop;31
VIDEO;VIDEO;Price (Set), Alan;The House that Kack build;Beat Club;23.09.67;R&B;24
VIDEO;VIDEO;Proby, P.J.;What's Wrong with my World;Beat Club;22.06.68;Pop Beat;32
VIDEO;VIDEO;Procul Harum;Homburg;Beat Club;13.01.68;Art-Rock;28
VIDEO;VIDEO;Procul Harum;Quite So Right;Beat Club;06.09.68;Art-Rock;30
VIDEO;VIDEO;Rattles, The;Come On And Sing;Beat Club;04.12.65;German Beat;3
VIDEO;VIDEO;Rattles, The;Little Queenie;Beat Club 2;04.12.65;German Beat;
VIDEO;VIDEO;Remo Four, The;Like A Rolling Stone;Beat Club 2;1966;Merseybeat;
VIDEO;VIDEO;Reparata & the Deirons;Captain Of Your Ship;Beat Club;27.04.68;Doo-Wop;31
VIDEO;VIDEO;Richard, Cliff & the Shadows;Do You Wanna Dance;Knebworth  Event 1;1990;PopRock;
VIDEO;VIDEO;Richard, Cliff & the Shadows;Good Golly Miss Molly;Knebworth  Event 1;1990;PopRock;
VIDEO;VIDEO;Richard, Cliff & the Shadows;Living Doll;Knebworth  Event 1;1990;PopRock;
VIDEO;VIDEO;Richard, Cliff & the Shadows;On the Beach;Knebworth  Event 1;1990;PopRock;
VIDEO;VIDEO;Richard, Cliff & the Shadows;We Don't Talk Anymore;Knebworth  Event 1;1990;PopRock;
VIDEO;VIDEO;Rolling Stones, The;Remember Brian Jones;Beat Club;Mitte 69;;
VIDEO;VIDEO;Rose, Tim;Hey Joe;Beat Club 2;1969;Progr.Rock;
VIDEO;VIDEO;Ryan, Berry;Eloise;Beat Club;16.11.68;Pop;37
VIDEO;VIDEO;Santana (Carlos);Black Magic Woman;Beat Club 2;1971;PercussionsSoul;Farbe
VIDEO;VIDEO;Santana (Carlos);Jingo;Beat Club 2;1970;PercussionsSoul;Farbe
VIDEO;VIDEO;Santana (Carlos);Jung is Red;Beat Club 2;1971;PercussionsSoul;Farbe
VIDEO;VIDEO;Sarstedt, Peter;Where Did You Go To My Lovely;Beat Club;Anfang 69;Songwriter;
VIDEO;VIDEO;Shaw, Sandy;I Don't need that kind of Loving;Beat Club 2;1966;Pop;
VIDEO;VIDEO;Shaw, Sandy;Those Were the Day's;Beat Club;12.10.68;Pop;36
VIDEO;VIDEO;Slade, The;'Coz I Love You;Beat Club 2;1971;GlamRock;Farbe
VIDEO;VIDEO;Small Faces, The;Itchycoo Park;Beat Club;23.09.67;Beat;24
VIDEO;VIDEO;Small Faces, The;Lazy Sunday;Beat Club;27.04.68;Beat;31
VIDEO;VIDEO;Small Faces, The;Tin Soldier;Beat Club;30.12.67;Beat;27
VIDEO;VIDEO;Sony & Cher;Little Man;Beat Club;24.09.66;BeatDuo;12
VIDEO;VIDEO;Sony & Cher;Then He Kissed Me;Beat Club;26.08.67;BeatDuo;23
VIDEO;VIDEO;South, Joe;Games People Play;Beat Club;Anfang 69;Soul Pop;
VIDEO;VIDEO;Spooky Tooth, The;The Weight;Beat Club;16.11.68;Beat;37
VIDEO;VIDEO;Status Quo, The;Ice In the Sun;Beat Club;14.09.68;RockBoogie;35
VIDEO;VIDEO;Steppenwolf;Born To Be Wild;Beat Club;Anfang 69;German Rock;
VIDEO;VIDEO;Stevens, Cat;Ain't Gonna Get Me A Gun;Beat Club;22.07.67;Songwriter;22
VIDEO;VIDEO;T. Rex;;Beat Club 2;Febr. 71;GlamRock;Farbe
VIDEO;VIDEO;T. Rex;Jeepster;Beat Club 2;1971;GlamRock;Farbe
VIDEO;VIDEO;Tandy, Sharon;Fools On the Hill;Beat Club;09.03.68;;29
VIDEO;VIDEO;Tears For Fears;Badman's Song;Knebworth  Event 1;1990;UK - Duo;
VIDEO;VIDEO;Tears For Fears;Change;Knebworth  Event 1;1990;UK - Duo;
VIDEO;VIDEO;Tears For Fears;Everybody Wants To Rule the World;Knebworth  Event 1;1990;UK - Duo;
VIDEO;VIDEO;Traffic;Here We Go Round The Mulberry Bush;Beat Club;09.03.68;Progr.Rock;29
VIDEO;VIDEO;Tremeloes, The;My Little Lady;Beat Club;Anfang 69;Pop Rock;
VIDEO;VIDEO;Troggs, The;Hip-Hip-Hooray;Beat Club;12.10.68;PunkRock;36
VIDEO;VIDEO;Turner, Ike & Tina;Honky Tonk Woman;Beat Club;Febr. 71;SoulDuo;Farbe
VIDEO;VIDEO;Turner, Ike & Tina;Proud Mary;Beat Club;Febr. 71;SoulDuo;Farbe
VIDEO;VIDEO;Turner, Ike & Tina;River Deep, Mountain High;Beat Club;Febr. 71;SoulDuo;Farbe
VIDEO;VIDEO;Walker Brothers, The;Land of 1000 Dances;Beat Club;28.05.66;Beat;8
VIDEO;VIDEO;Walker Brothers, The;Love Miking Zero;Beat Club;28.05.66;Beat;8
VIDEO;VIDEO;Walker Brothers, The;The Sun Ain't Gonna Shine Anymore;Beat Club;26.08.67;Beat;23
VIDEO;VIDEO;War Horse;;Beat Club 2;1971;Psych.Rock;
VIDEO;VIDEO;Waters, Muddy;Blowin' the Wind my Bab' to Me;Beat Club 2;1970;Blues;Farbe
VIDEO;VIDEO;West, Keith;Excerpt From A Teenage Opera;Beat Club;23.09.67;Beat;24
VIDEO;VIDEO;Winter, Johnny;Johnny B. Goode;Beat Club 2;1970;BluesRock;Farbe
VIDEO;VIDEO;Who, The;Happy Jack;Beat Club;22.06.68;Beat;32
VIDEO;VIDEO;Who, The;I'm A Boy;Beat Club;21.01.67;Beat;16
VIDEO;VIDEO;Who, The;Magic Bus;Beat Club;12.10.68;Beat;36
VIDEO;VIDEO;Who, The;Pictures Of Lily;Beat Club;20.05.67;Beat;20
VIDEO;VIDEO;Yankees, The;La-La-La-La;Beat Club 2;25.09.65;German Beat;
VIDEO;VIDEO;Yankees, The;Halbstark;Beat Club;25.09.65;German Beat;1
VIDEO;VIDEO;Yankees, The;Tequila;Beat Club 2;26.09.65;German Beat;
